date_admission,branch_id,enrollment,course,till_date,student_name,father_name,father_occupation,student_dob,gender,profile_image,address1,address2,student_state,student_district,student_phone,w_phone,student_email,student_status
2024-01-01,3,NEA20210414126883,47,2020-10-24,Harsh Diwakar,NULL,developer,2003-01-01,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,harsh.diwakar@gmail.com,complete
2024-01-01,3,NEA20210414126882,47,2020-10-24,Vikas Kumar,NULL,developer,2003-01-02,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,vikas.kumar@gmail.com,complete
2024-01-01,3,NEA20210414126885,47,2020-11-02,Sonu Kushwaha,NULL,developer,2003-01-03,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sonu.kushwaha@gmail.com,running
2024-01-01,3,NEA20210414126873,21,2020-11-07,Kajal,NULL,developer,2003-01-04,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210414126873@gmail.com,running
2024-01-01,3,NEA20210414126886,25,2020-11-21,Ayushi,NULL,developer,2003-01-05,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210414126886@gmail.com,running
2024-01-01,3,NEA20210414126876,25,2020-11-21,Mahak Kashyap,NULL,developer,2003-01-06,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,mahak.kashyap@gmail.com,running
2024-01-01,1,BHA20200118118016,235,2020-12-16,Preeti Pal,NULL,developer,2003-01-07,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,preeti.pal@gmail.com,complete
2024-01-01,1,BHA20210414126856,50,2020-12-20,Akanksha Datta,NULL,developer,2003-01-08,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,akanksha.datta@gmail.com,complete
2024-01-01,3,NEA20210414126868,44,2021-01-21,Aman Tyagi,NULL,developer,2003-01-09,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,aman.tyagi@gmail.com,complete
2024-01-01,1,BHA20210414126852,3,2021-01-23,Sanjana,NULL,developer,2003-01-10,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20210414126852@gmail.com,complete
2024-01-01,1,BHA20210414126851,3,2021-01-23,Simran,NULL,developer,2003-01-11,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20210414126851@gmail.com,running
2024-01-01,3,NEA20210414126869,44,2021-01-27,Aditya Kaushik,NULL,developer,2003-01-12,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,aditya.kaushik@gmail.com,complete
2024-01-01,3,NEA20210414126884,47,2021-01-28,Sweety Kumari,NULL,developer,2003-01-13,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sweety.kumari@gmail.com,running
2024-01-01,2,KOP20210927130229,49,2021-01-28,Gunja Kumari,NULL,developer,2003-01-14,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,gunja.kumari@gmail.com,running
2024-01-01,3,NEA20210414126880,47,2021-02-02,Tarun Kant,NULL,developer,2003-01-15,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,tarun.kant@gmail.com,running
2024-01-01,1,BHA20210922130097,50,2021-02-02,Premchand Kumar,NULL,developer,2003-01-16,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,premchand.kumar@gmail.com,running
2024-01-01,9,NDS20210626127411,3,2021-02-09,Sagar,NULL,developer,2003-01-17,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NDS20210626127411@gmail.com,complete
2024-01-01,2,KOP20211020131100,49,2021-02-10,Gulab Kumar Yadav,NULL,developer,2003-01-18,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,gulab.kumaryadav@gmail.com,complete
2024-01-01,9,NDS20210626127413,238,2021-02-11,Sumati Verma,NULL,developer,2003-01-19,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sumati.verma@gmail.com,complete
2024-01-01,3,NEA20210414126867,49,2021-02-12,Manish,NULL,developer,2003-01-20,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210414126867@gmail.com,complete
2024-01-01,1,BHA20210414126853,3,2021-02-13,Dharmesh Kumar,NULL,developer,2003-01-21,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,dharmesh.kumar@gmail.com,running
2024-01-01,2,KOP20211020131099,3,2021-02-15,Abhishek Kumar,NULL,developer,2003-01-22,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,abhishek.kumar@gmail.com,complete
2024-01-01,9,NDS20210626127412,238,2021-02-18,Sajana,NULL,developer,2003-01-23,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NDS20210626127412@gmail.com,complete
2024-01-01,3,NEA20210414126875,102,2021-02-19,Deepak Gupta,NULL,developer,2003-01-24,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,deepak.gupta@gmail.com,running
2024-01-01,3,NEA20210414126877,4,2021-02-26,Himanshu,NULL,developer,2003-01-25,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210414126877@gmail.com,running
2024-01-01,5,CPR20231107160992,3,2021-03-03,Muskan Kumari,NULL,developer,2003-01-26,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,muskan.kumari@gmail.com,complete
2024-01-01,9,NDS20210419126979,235,2021-03-29,Sweta Srivastava,NULL,developer,2003-01-27,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sweta.srivastava@gmail.com,complete
2024-01-01,9,NDS20210419126978,235,2021-04-11,Sundar Singh,NULL,developer,2003-01-28,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sundar.singh@gmail.com,complete
2024-01-01,9,NDS20210419126977,3,2021-04-12,Ragni,NULL,developer,2003-01-29,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NDS20210419126977@gmail.com,complete
2024-01-01,9,NDS20210626127410,238,2021-04-19,Nandani Jha,NULL,developer,2003-01-30,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,nandani.jha@gmail.com,complete
2024-01-01,9,NDS20210419126976,3,2021-04-21,Akansha,NULL,developer,2003-01-31,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NDS20210419126976@gmail.com,complete
2024-01-01,9,NDS20210626127409,238,2021-04-22,Sonal Singh,NULL,developer,2003-02-01,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sonal.singh@gmail.com,complete
2024-01-01,9,NDS20220913144559,3,2021-05-17,Rohit Kumar,NULL,developer,2003-02-02,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,rohit.kumar@gmail.com,complete
2024-01-01,9,NDS20220913144557,3,2021-05-17,Rajesh Kumar,NULL,developer,2003-02-03,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,rajesh.kumar@gmail.com,complete
2024-01-01,9,NDS20220913144556,3,2021-05-19,Ankit Kumar,NULL,developer,2003-02-04,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,ankit.kumar@gmail.com,running
2024-01-01,9,NDS20220913144558,235,2021-05-20,Yash Solanki,NULL,developer,2003-02-05,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,yash.solanki@gmail.com,complete
2024-01-01,9,NDS20220913144561,3,2021-05-24,Vishakha Khari,NULL,developer,2003-02-06,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,vishakha.khari@gmail.com,complete
2024-01-01,2,KOP20211023131180,49,2021-06-02,Jamal Anwar,NULL,developer,2003-02-07,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,jamal.anwar@gmail.com,complete
2024-01-01,2,KOP20210927130233,49,2021-06-27,Neha Kumari,NULL,developer,2003-02-08,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,neha.kumari@gmail.com,running
2024-01-01,2,KOP20210927130231,49,2021-06-27,Sonu Kumar Paswan,NULL,developer,2003-02-09,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sonu.kumarpaswan@gmail.com,running
2024-01-01,2,KOP20210927130230,49,2021-06-27,Guddu Kumar,NULL,developer,2003-02-10,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,guddu.kumar@gmail.com,running
2024-01-01,1,BHA20210922130111,235,2021-07-01,Anchal Lathi,NULL,developer,2003-02-11,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,anchal.lathi@gmail.com,running
2024-01-01,3,NEA20210901129423,131,2021-07-01,Anushka,NULL,developer,2003-02-12,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129423@gmail.com,running
2024-01-01,3,NEA20210901129422,131,2021-07-01,Harshprabha,NULL,developer,2003-02-13,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129422@gmail.com,running
2024-01-01,3,NEA20210901129421,131,2021-07-01,Khushboo,NULL,developer,2003-02-14,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129421@gmail.com,running
2024-01-01,3,NEA20210901129420,131,2021-07-01,Riya,NULL,developer,2003-02-15,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129420@gmail.com,running
2024-01-01,3,NEA20210901129419,131,2021-07-01,Manisha Thapa,NULL,developer,2003-02-16,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,manisha.thapa@gmail.com,running
2024-01-01,3,NEA20210901129418,131,2021-07-01,Deepa,NULL,developer,2003-02-17,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129418@gmail.com,running
2024-01-01,3,NEA20210901129417,131,2021-07-01,Shagun,NULL,developer,2003-02-18,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129417@gmail.com,running
2024-01-01,3,NEA20210901129416,131,2021-07-01,Ayushi,NULL,developer,2003-02-19,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129416@gmail.com,running
2024-01-01,3,NEA20210901129415,131,2021-07-01,Sushma Sunar,NULL,developer,2003-02-20,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sushma.sunar@gmail.com,running
2024-01-01,3,NEA20210901129414,131,2021-07-01,Priyanka,NULL,developer,2003-02-21,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129414@gmail.com,running
2024-01-01,3,NEA20210901129413,131,2021-07-01,Siya Rajkumari,NULL,developer,2003-02-22,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,siya.rajkumari@gmail.com,running
2024-01-01,3,NEA20210901129412,131,2021-07-01,Himanshi,NULL,developer,2003-02-23,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129412@gmail.com,running
2024-01-01,3,NEA20210901129411,131,2021-07-01,Anushka,NULL,developer,2003-02-24,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129411@gmail.com,running
2024-01-01,3,NEA20210901129410,131,2021-07-01,Swati Panchal,NULL,developer,2003-02-25,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,swati.panchal@gmail.com,running
2024-01-01,3,NEA20210901129409,131,2021-07-01,Payal Panchal,NULL,developer,2003-02-26,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,payal.panchal@gmail.com,running
2024-01-01,3,NEA20210901129408,131,2021-07-01,Alka Chauhan,NULL,developer,2003-02-27,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,alka.chauhan@gmail.com,running
2024-01-01,3,NEA20210901129407,131,2021-07-01,Garima Ahirwar,NULL,developer,2003-02-28,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,garima.ahirwar@gmail.com,running
2024-01-01,3,NEA20210901129406,131,2021-07-01,Neerja Mishra,NULL,developer,2003-03-01,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,neerja.mishra@gmail.com,running
2024-01-01,3,NEA20210901129405,131,2021-07-01,Renu,NULL,developer,2003-03-02,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129405@gmail.com,running
2024-01-01,3,NEA20210901129404,131,2021-07-01,Nidhi,NULL,developer,2003-03-03,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129404@gmail.com,running
2024-01-01,3,NEA20210901129403,131,2021-07-01,Sanju,NULL,developer,2003-03-04,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129403@gmail.com,running
2024-01-01,3,NEA20210901129402,131,2021-07-01,Sayra,NULL,developer,2003-03-05,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129402@gmail.com,running
2024-01-01,3,NEA20210901129401,131,2021-07-01,Meenakshi,NULL,developer,2003-03-06,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NEA20210901129401@gmail.com,running
2024-01-01,1,BHA20210922130103,235,2021-07-10,Priyanshu,NULL,developer,2003-03-07,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20210922130103@gmail.com,running
2024-01-01,1,BHA20210922130102,235,2021-07-10,Prashant Negi,NULL,developer,2003-03-08,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,prashant.negi@gmail.com,running
2024-01-01,1,BHA20210922130099,235,2021-07-10,Rahul Gupta,NULL,developer,2003-03-09,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,rahul.gupta@gmail.com,running
2024-01-01,1,BHA20210922130109,235,2021-07-13,Hemant,NULL,developer,2003-03-10,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20210922130109@gmail.com,complete
2024-01-01,1,BHA20210922130107,3,2021-07-13,Preeti,NULL,developer,2003-03-11,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20210922130107@gmail.com,complete
2024-01-01,2,KOP20210729128056,3,2021-07-20,Saukat Ali,NULL,developer,2003-03-12,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,saukat.ali@gmail.com,complete
2024-01-01,1,BHA20220117133893,3,2021-08-11,Rajnish,NULL,developer,2003-03-13,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20220117133893@gmail.com,running
2024-01-01,1,BHA20220117133888,235,2021-08-12,Sohail,NULL,developer,2003-03-14,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20220117133888@gmail.com,complete
2024-01-01,1,BHA20220117133889,235,2021-08-17,Iram,NULL,developer,2003-03-15,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20220117133889@gmail.com,complete
2024-01-01,3,NEA20210414126872,47,2021-08-21,Shivam Kumar,NULL,developer,2003-03-16,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,shivam.kumar@gmail.com,complete
2024-01-01,2,KOP20210729128057,3,2021-08-24,Aniket Kumar Gupta,NULL,developer,2003-03-17,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,aniket.kumargupta@gmail.com,complete
2024-01-01,1,BHA20220117133890,3,2021-08-25,Rannuma,NULL,developer,2003-03-18,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20220117133890@gmail.com,running
2024-01-01,2,KOP20211012130862,49,2021-09-01,Prince Kumar Tiwari,NULL,developer,2003-03-19,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,prince.kumartiwari@gmail.com,complete
2024-01-01,2,KOP20211011130845,49,2021-09-01,Munna Kumar Yadav,NULL,developer,2003-03-20,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,munna.kumaryadav@gmail.com,complete
2024-01-01,2,KOP20211011130844,49,2021-09-01,Manish Kumar Ram,NULL,developer,2003-03-21,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,manish.kumarram@gmail.com,complete
2024-01-01,9,NDS20221012145604,3,2021-09-02,Km Pooja Kumari,NULL,developer,2003-03-22,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,km.poojakumari@gmail.com,complete
2024-01-01,9,NDS20221012145603,3,2021-09-02,Devendra Singh,NULL,developer,2003-03-23,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,devendra.singh@gmail.com,complete
2024-01-01,1,BHA20211202132392,3,2021-09-07,Deepanshu Choudhary,NULL,developer,2003-03-24,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,deepanshu.choudhary@gmail.com,complete
2024-01-01,1,BHA20220117133881,3,2021-09-07,Deeshu Rajput,NULL,developer,2003-03-25,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,deeshu.rajput@gmail.com,running
2024-01-01,9,NDS20221012145607,3,2021-09-09,Ankit,NULL,developer,2003-03-26,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,NDS20221012145607@gmail.com,complete
2024-01-01,1,BHA20211203132396,235,2021-09-14,Anant Chauhan,NULL,developer,2003-03-27,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,anant.chauhan@gmail.com,complete
2024-01-01,1,BHA20211203132408,235,2021-09-15,Yogpriya,NULL,developer,2003-03-28,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20211203132408@gmail.com,running
2024-01-01,1,BHA20211202132393,235,2021-09-15,Harshita Sharma,NULL,developer,2003-03-29,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,harshita.sharma@gmail.com,complete
2024-01-01,9,NDS20220913144562,238,2021-09-16,Vanshi Khari,NULL,developer,2003-03-30,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,vanshi.khari@gmail.com,complete
2024-01-01,1,BHA20211202132394,235,2021-09-18,Soni,NULL,developer,2003-03-31,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20211202132394@gmail.com,complete
2024-01-01,1,BHA20211203132407,235,2021-09-20,Shubham Rajbhar,NULL,developer,2003-04-01,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,shubham.rajbhar@gmail.com,running
2024-01-01,1,BHA20211203132404,235,2021-09-21,Deepak Kumar,NULL,developer,2003-04-02,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,deepak.kumar@gmail.com,running
2024-01-01,1,BHA20211203132405,235,2021-09-22,Nitin Kumar,NULL,developer,2003-04-03,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,nitin.kumar@gmail.com,complete
2024-01-01,1,BHA20211203132397,3,2021-09-25,Vijay Kumar,NULL,developer,2003-04-04,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,vijay.kumar@gmail.com,running
2024-01-01,9,NDS20220913144560,238,2021-09-28,Priyanshi Khari,NULL,developer,2003-04-05,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,priyanshi.khari@gmail.com,complete
2024-01-01,1,BHA20220418137347,235,2021-10-01,Manju,NULL,developer,2003-04-06,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20220418137347@gmail.com,complete
2024-01-01,1,BHA20220117133887,235,2021-10-04,Rajat Chauhan,NULL,developer,2003-04-07,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,rajat.chauhan@gmail.com,complete
2024-01-01,1,BHA20220117133886,235,2021-10-07,Vishal Kumar,NULL,developer,2003-04-08,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,vishal.kumar@gmail.com,running
2024-01-01,1,BHA20220629140942,3,2021-10-11,Khushi Sharma,NULL,developer,2003-04-09,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,khushi.sharma@gmail.com,complete
2024-01-01,1,BHA20220117133883,235,2021-10-12,Lalit Kumar,NULL,developer,2003-04-10,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,lalit.kumar@gmail.com,complete
2024-01-01,1,BHA20220117133891,3,2021-10-13,Prince Singh,NULL,developer,2003-04-11,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,prince.singh@gmail.com,complete
2024-01-01,1,BHA20220117133882,235,2021-10-18,Sunil,NULL,developer,2003-04-12,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20220117133882@gmail.com,running
2024-01-01,1,BHA20220117133900,235,2021-10-21,Bishnu Bashiyal,NULL,developer,2003-04-13,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,bishnu.bashiyal@gmail.com,running
2024-01-01,1,BHA20221209147382,50,2021-11-10,Mahima,NULL,developer,2003-04-14,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20221209147382@gmail.com,complete
2024-01-01,1,BHA20220117133884,235,2021-11-12,Tannu Kumari,NULL,developer,2003-04-15,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,tannu.kumari@gmail.com,running
2024-01-01,1,BHA20220117133894,235,2021-11-15,Arjun Kumar,NULL,developer,2003-04-16,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,arjun.kumar@gmail.com,complete
2024-01-01,1,BHA20220117133885,235,2021-11-15,Rohit Kumar,NULL,developer,2003-04-17,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,rohit.kumar@gmail.com,running
2024-01-01,1,BHA20220418137346,235,2021-12-01,Gaurav Kumar,NULL,developer,2003-04-18,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,gaurav.kumar@gmail.com,complete
2024-01-01,1,BHA20220418137344,235,2021-12-02,Sanjeet Kumar,NULL,developer,2003-04-19,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sanjeet.kumar@gmail.com,running
2024-01-01,1,BHA20220117133892,3,2021-12-15,Keshvi Sanwal,NULL,developer,2003-04-20,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,keshvi.sanwal@gmail.com,running
2024-01-01,5,CPR20231223162248,3,2022-01-01,Rajnish Kumar Paswan,NULL,developer,2003-04-21,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,rajnish.kumarpaswan@gmail.com,complete
2024-01-01,5,CPR20231221162099,3,2022-01-01,Sangita Kumari,NULL,developer,2003-04-22,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sangita.kumari@gmail.com,complete
2024-01-01,1,BHA20220418137340,235,2022-01-03,Akash Kumar,NULL,developer,2003-04-23,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,akash.kumar@gmail.com,complete
2024-01-01,5,CPR20231204161684,3,2022-01-03,Siddhant Kumar Singh,NULL,developer,2003-04-24,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,siddhant.kumarsingh@gmail.com,complete
2024-01-01,5,CPR20231204161681,3,2022-01-03,Sweety Kumari,NULL,developer,2003-04-25,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sweety.kumari@gmail.com,complete
2024-01-01,5,CPR20231124161408,3,2022-01-03,Abhimanyu Kumar,NULL,developer,2003-04-26,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,abhimanyu.kumar@gmail.com,complete
2024-01-01,5,CPR20231206161734,3,2022-01-04,Samir Kumar Yadav,NULL,developer,2003-04-27,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,samir.kumaryadav@gmail.com,complete
2024-01-01,5,CPR20231206161733,3,2022-01-04,Amit Kumar,NULL,developer,2003-04-28,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,amit.kumar@gmail.com,complete
2024-01-01,5,CPR20231204161687,3,2022-01-04,Nisha Kumari,NULL,developer,2003-04-29,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,nisha.kumari@gmail.com,complete
2024-01-01,5,CPR20231204161683,3,2022-01-04,Sony Kumari,NULL,developer,2003-04-30,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sony.kumari@gmail.com,complete
2024-01-01,5,CPR20231128161559,3,2022-01-04,Anshu Kumari,NULL,developer,2003-05-01,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,anshu.kumari@gmail.com,complete
2024-01-01,5,CPR20231114161173,3,2022-01-04,Sonam Kumari,NULL,developer,2003-05-02,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sonam.kumari@gmail.com,complete
2024-01-01,5,CPR20231114161171,3,2022-01-04,Nisha Kumari,NULL,developer,2003-05-03,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,nisha.kumari@gmail.com,complete
2024-01-01,5,CPR20231110161103,3,2022-01-04,Soni Kumari,NULL,developer,2003-05-04,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,soni.kumari@gmail.com,complete
2024-01-01,1,BHA20220418137342,235,2022-01-05,Himanshu Kashyap,NULL,developer,2003-05-05,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,himanshu.kashyap@gmail.com,complete
2024-01-01,5,CPR20231205161705,3,2022-01-05,Aditya Kumar,NULL,developer,2003-05-06,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,aditya.kumar@gmail.com,complete
2024-01-01,5,CPR20231128161558,3,2022-01-05,Priyanka Kumari,NULL,developer,2003-05-07,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,priyanka.kumari@gmail.com,complete
2024-01-01,5,CPR20231103160892,3,2022-01-05,Chandan Kumar Yadav,NULL,developer,2003-05-08,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,chandan.kumaryadav@gmail.com,complete
2024-01-01,5,CPR20231106160926,3,2022-01-06,Sonu Kumar Sah,NULL,developer,2003-05-09,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,sonu.kumarsah@gmail.com,complete
2024-01-01,1,BHA20220418137343,235,2022-01-07,Ankit Kumar Ram,NULL,developer,2003-05-10,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,ankit.kumarram@gmail.com,complete
2024-01-01,1,BHA20220418137341,235,2022-01-07,Aaditya Chauhan,NULL,developer,2003-05-11,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,aaditya.chauhan@gmail.com,running
2024-01-01,1,BHA20220418137345,235,2022-01-10,Akshay Kumar Vishnoi,NULL,developer,2003-05-12,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,akshay.kumarvishnoi@gmail.com,running
2024-01-01,1,BHA20220418137339,3,2022-01-10,Dharmendra Saini,NULL,developer,2003-05-13,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,dharmendra.saini@gmail.com,running
2024-01-01,1,BHA20220418137338,3,2022-01-10,Narendra Kumar,NULL,developer,2003-05-14,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,narendra.kumar@gmail.com,running
2024-01-01,1,BHA20220629140941,235,2022-01-10,Mohit Kumar,NULL,developer,2003-05-15,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,mohit.kumar@gmail.com,complete
2024-01-01,1,BHA20230124149157,3,2022-01-10,Kiran,NULL,developer,2003-05-16,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,BHA20230124149157@gmail.com,complete
2024-01-01,5,CPR20231205161731,3,2022-01-12,Vikash Raj,NULL,developer,2003-05-17,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,vikash.raj@gmail.com,complete
2024-01-01,1,BHA20220629140948,235,2022-01-20,Raj Kumar,NULL,developer,2003-05-18,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,raj.kumar@gmail.com,complete
2024-01-01,5,CPR20231122161370,3,2022-02-01,Prakarsh Kumar Harshit,NULL,developer,2003-05-19,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,prakarsh.kumarharshit@gmail.com,complete
2024-01-01,5,CPR20231122161368,3,2022-02-01,Pratyush Kumar Harshit,NULL,developer,2003-05-20,male,1.jpg,mandawali,New delhi,1,1,9876543210,9876543210,pratyush.kumarharshit@gmail.com,complete
